Year,Month,Delhi,Hyderabad,Mumbai,Bangalore,Kolkata,Chennai,Pune,Kanpur,Surat,Ahmedabad
2014,1,,0.11143693088739548,0.25089282739478136,0.10954013073890226,,,0.14409518550937778,,0.11926338550290919,0.1286388452569545
2014,2,0.1827938717623664,0.18734529913007242,0.298119611928646,0.1169893077966461,0.11298873969015805,0.24215861679346104,0.1813884866876961,0.1287642947546571,0.1141794816767665,0.10947695419160301
2014,3,,0.12992933828669795,0.31755505143041457,0.11521250572329622,0.1576364325642542,0.26842622259945764,0.14365069567821684,0.15475282220204206,,0.12295618889709602
2014,4,0.1237024715540313,0.12889103082400766,0.3567860200964638,0.15209935097346303,0.14895096295452867,0.25369171626647186,0.1418517830297656,,0.12951252452681103,0.10126764872645531
2014,5,0.1176992161076396,0.12583603105015717,0.3776837167139289,0.15322863385978044,4.27032349826461,,,0.13893039149282033,0.2246225897387895,0.08655719806657754
2014,6,0.13139863705512686,,,,0.7135288838263185,0.2803527273223463,0.31479847795833393,,,
2014,7,,0.637107159450679,,,,,,,1.2509544173882574,
2014,8,0.39537380601663863,,,,,,,0.13284580758461528,,
2014,9,0.0847608426936214,,,,0.29811583995154606,0.4879829959649438,0.3187011310024907,0.16488437544432347,,0.16082872709690407
2014,10,0.0898835005331111,0.161188804620057,0.2759381344489884,,0.1288156467669409,,,0.10864015554675631,0.13315066332079384,0.12454094845767012
2014,11,0.1215607192494493,,0.26426170328614657,0.12806976879218818,0.12393579650263156,,,0.100144567962725,0.10496916002918405,0.0871687872618385
2014,12,0.12115651640869483,0.12034458334270033,0.25381117398259273,,0.11783915965847082,0.1407766468827089,0.32148077612311365,0.10158528013276533,0.10901843031994807,0.11212445622602124
2015,1,0.07904204401385041,0.1277517348167554,,0.14788383588888898,,0.18043222076733678,0.18000908084996745,,,0.12786089214090857
2015,2,0.12986025736067333,0.12482483347797982,0.2814641439287588,0.1637233681487418,0.1369670780963739,0.19325605887229372,0.15786220985418647,0.15172292528374876,0.13808907000511575,0.13869051758409143
2015,3,0.0899159620311855,0.13998277624693528,,0.16527252374142007,0.13834545999733022,0.19889327602682128,0.1336150656650329,0.12326329679231554,0.16198507865395081,0.12012212069066024
2015,4,0.10312439168479508,0.09966823392162197,0.30564280642833,0.10355515902609176,,,0.13977919341146258,0.08391289630872834,0.14548205675009207,0.12058527914594241
2015,5,0.09145422882121956,0.1149310266219042,0.29281101964622624,0.18899447236406866,,,0.13399027953140116,0.08891309790151486,0.14326304963575626,0.09957972260250092
2015,6,0.12851451558391247,,0.31609095108956026,,,0.3567827691378692,,0.3174437170568196,,
2015,7,,,,,,,,,,
2015,8,,,,0.310708466631093,,,,0.2645692199228676,0.17242596356975917,
2015,9,0.0948292436848644,,,,,,,0.11744836340889152,0.26741072698934215,0.19747461028708982
2015,10,0.08938962644780889,0.11991432198796925,0.2856228705715247,,0.14641585658160625,,0.1588653648916894,0.12335243973723849,0.21865105120703168,0.11307862924413048
2015,11,0.10457018235070582,0.11836674871269832,0.27696692944094187,,0.14849618164258924,,0.130497222754388,0.10415544268138315,0.11669602587284206,0.09615922087189657
2015,12,,0.12820688950190962,,,0.10197143881726209,,0.11536113412295203,,0.13830566016492857,0.10493325415011046
2016,1,,,0.2784230785253204,0.11919950927367001,0.111495852404503,0.2093463231820175,0.14524227577083973,,0.11310241981421434,0.10974225032746739
2016,2,,0.11951669199252332,0.2769659421092563,,,0.22109456471289257,0.18581231737707876,0.16834510291799967,0.1399622005007062,0.1592195970306012
2016,3,0.32923955710431224,,0.2957436683912111,,,,0.15013501662977613,0.15139811889513402,0.16548885538480415,0.11391687207424411
2016,4,,0.14289025785850967,0.31662484715670397,0.11740714391428568,0.13021939082818182,0.3257724419208943,0.16344465761229138,0.08544930215954234,0.15998240213154138,0.11694150416504527
2016,5,0.1655357188193412,0.14510040307691255,0.39500799670680053,0.10671128752119521,0.14226514836613355,0.5480210465655138,0.38670709815502236,0.0803208730173273,0.17845987507414232,0.09817892912339221
2016,6,0.11618465207159862,,,,,,,,,0.2882436341750465
2016,7,,,,,,0.4046246961915215,,,,
2016,8,,,,1.1181726974806119,,,,0.13177626533559303,,
2016,9,0.1538811200217596,,,,,,,0.19220143358529526,,0.17041671951604884
2016,10,0.08956445854704471,0.2085021787828778,0.26738943511639945,,0.14872859643248712,0.19378071343262732,0.1514536179952962,0.111442420456805,0.21948242885848915,0.14040175402171087
2016,11,0.09237112596707697,0.10730470719635801,0.29427470886015206,,0.11914583653599065,,0.14547911225644705,0.09771020029282572,0.11149851309620035,0.08458848396545054
2016,12,0.10960609237664545,,0.27328459737120664,,0.18987587698308023,0.48356489394562574,0.14612342229999584,,0.10237696819048517,0.09289979011648852
2017,1,0.11510441772413034,0.12870134745454176,0.26994664539053087,0.17007058630044514,0.12600343238617234,,0.16129370625138562,,0.11565737450765255,0.11466390797935394
2017,2,,0.12669421173826503,0.31069256643769133,,0.14227869890396658,,0.14746059825778357,0.13695299141813708,0.11084639737625211,0.13133214219633596
2017,3,0.10796264280164498,0.15002838966216214,0.3132368516079395,0.1879627160577286,0.17892804160239828,0.35074385254672164,0.14650683701420114,0.15978588829451237,0.1449871572879869,0.11551399883677865
2017,4,0.09236353883224868,0.11830442501375092,0.2784938099665871,0.11540094055245212,0.14074817477572693,0.2620914813325916,0.2200766816982079,0.10664011882255103,0.18792847815009134,0.12017792831630378
2017,5,0.0927941812835012,0.13039323418817814,0.28446690303505384,0.14380779581905676,0.1649660415293359,,0.1348641392011602,0.08541593355164165,0.18028379515459517,0.12130052185622932
2017,6,,,,,,,,,0.41463133641715444,
2017,7,,,2.455540428557807,,,,,,,
2017,8,,,,,,,,,,
2017,9,0.09265428160174645,,0.3348597066395251,,,,,0.12395951588702664,0.1817884306970102,0.14919407437633847
2017,10,0.08016546639695908,,0.28493846099749104,,0.11932708180426041,1.6418812096067466,,0.11115157972829341,0.22293328379984823,0.11738863309659298
2017,11,0.10370865478975097,0.1046145209703322,,,0.12683168620408503,0.24405206968292434,0.1357300339668077,0.08881844806743018,0.10628115280830117,0.08918587107359502
2017,12,0.11587858403956967,0.1201225917713264,0.2304096973286917,0.1354266422841154,0.11572360504790381,,0.13228060082257462,,0.1150706976534009,0.11986773152719146
2018,1,,0.11643409922946446,0.24632592318487154,0.12768054758191896,0.14901973016542866,,0.14873282743749425,,0.10581271640779417,0.11564993351929058
2018,2,0.20032897760142707,0.15383073629299707,0.29007498774347396,0.11761243904220321,0.14373337376483117,,0.15963973094802658,,0.12420444563927452,0.1331255955336528
2018,3,0.12895405008657548,0.13880642007483066,0.2939921755413461,0.12935946291182612,,0.28463981961890594,,0.14577029456283053,0.14526394332395773,0.11874953728513461
2018,4,0.33918767667578087,0.12915111309179086,0.2860211849177034,0.12154627449983202,0.18450438270866218,0.3944423413684563,0.15672997775223704,,0.16198528069882215,0.11002079601898483
2018,5,0.19275932557165548,,0.4690316969751145,0.1290541122577616,0.1885818129310442,,0.1398583660262799,0.08177290203364825,0.1665638321766811,0.09318407786244298
2018,6,0.1727220735074684,,-0.008066692390001661,,0.6673980129391126,,,,,
2018,7,,,,,0.1619723509191967,0.3243567564109367,,0.12687682596420047,,
2018,8,,,,,,,,,-0.7966798388007728,
2018,9,0.15680593184780556,,,,,,0.15038854605322474,5.869227833499604,,
2018,10,0.09926020932971107,0.12973932007708508,0.2663058873436697,,,,0.12145903570382355,0.13161825038012792,0.14505880730693135,0.09905120891419898
2018,11,,0.1417628609114592,0.2767857940378927,0.48110365082145734,0.1481016739678496,,,0.10305422764135232,0.12990380102907995,0.09495348614442083
2018,12,0.17847204022557003,0.138138663197199,,,0.12028541653543297,,0.16441639791163776,,,0.10240505635104198
2019,1,0.145857135620216,0.11796953907374207,0.268092356567734,0.1149702409082692,0.11382805336277486,0.26006923397257586,0.15483635014231129,0.11260937395409065,0.15211236751346122,0.13858502681885257
2019,2,,0.13527988768082377,0.29932719733943725,0.22831519083667143,0.12774169527683016,,0.16125847931575177,0.1395454312636159,0.11136428148454516,0.10164677894141765
2019,3,0.09735319322653767,0.13359643937023097,0.3485781380377133,0.11734305350337097,0.12877391703577917,0.2153108509031551,0.16222977047607304,0.15324808779017365,0.14513701222290187,0.11891121832101789
2019,4,0.12114294065094487,0.1484687013604666,0.28944330009528957,0.12400874165282604,0.17315786677299613,0.23949887899417188,0.14984003488947964,0.09470154145745635,0.13882596866003036,0.1003745825706877
2019,5,0.11875910463896518,0.2609648411259074,0.292272671524094,0.1763806698771786,0.1337720612060262,,0.15128885842614465,0.13592112925034344,0.14425578194459285,0.09888498402755952
2019,6,0.1337744814950079,,0.2859808521016626,,0.16825904243938503,,,0.08845225392034757,,
2019,7,,,-1.0066433690696623,,,,,0.6097622594000439,,
2019,8,,,,,,,,,,
2019,9,,9.042159637217967,,0.13738259554760565,,,,,,0.3248736183480909
2019,10,0.11080226043071252,,0.26472213610335327,,0.13363465349264714,,0.18964200522411828,,,0.23144787816510143
2019,11,0.14523919621837894,,0.2522344039028407,,0.11923286457322568,,0.1336610322398727,,0.20529621004458012,0.13197139915791714
2019,12,0.11344915664814356,,,,0.12279865636721246,0.24334059692314444,0.13825054904727443,0.12072873701391224,15.231197338813812,
2020,1,0.22895660345861313,0.11905723606136595,0.34857804800429465,0.12952213608682928,0.10582943923018141,0.21329660139895626,0.14469570340658405,0.09460530979377851,0.11312922708169042,0.13038474517010676
2020,2,0.1328804425954817,,0.30216116535454834,0.12576318431900882,0.12181023319156786,0.18531980125030895,0.1359969519415208,0.1715710928161266,0.13498965573560281,0.13826504775959073
2020,3,0.15056017855705886,0.1769829636069189,0.4628619924214983,0.12772012501251842,0.36685820521300794,0.27075660317675176,0.14260952259214432,,,0.1679187541197854
2020,4,,0.13640497459151898,0.3013733371877154,0.12719694176253415,,0.31194558125335675,0.14208462478190725,0.10247391706864875,0.21060826643339672,0.12001899370934774
2020,5,0.12155854010438097,,0.33077369385171085,0.3311877637077862,0.18263257360902835,,0.13123349926706268,0.10049581810022647,0.17431061573681492,0.09921603178828631
2020,6,0.08915688497474274,,-0.8050516345532504,,,,,,,
2020,7,,3.998192002067293,-1.1336868913408826,,,,,,0.21406572160377113,0.4260217087442184
2020,8,,,,,,1.2844211272063308,,,0.19067366686894338,0.6684108625897047
2020,9,0.10231636061571872,,0.2516889914524101,0.22963056606849425,,,0.20431023205326082,0.18650091619194736,,
2020,10,0.135166475879328,0.6513175856773535,0.4548366828183176,,,,,0.12245043945811261,,0.11624781645493888
2020,11,0.12899790749876827,0.09769349752683539,0.25838526317848765,0.24256384582605933,0.13044190660723184,0.18441942162885772,0.1288418153172027,,0.1191366539091093,0.10555032584901482
2020,12,0.13638261656754108,0.11552183302920119,0.24206118417452657,0.33064057142397146,0.1106740255829851,,0.12369529420758757,0.14131824496779627,0.11266461966571335,0.10485917517637433
2021,1,0.7627056929473636,0.15287218015070725,,,0.11029394688734596,,0.1509716467962398,0.17485198212218142,0.11379211664167657,0.11542273281025371
2021,2,0.11260212576719268,0.14771053779319895,0.3176184688744224,0.12360207068111352,0.13475050719968024,0.1924497470458122,0.14675871171858398,0.14153487968023062,0.15184917279302723,0.13438518149132195
2021,3,0.08825244629012641,0.14261146682126166,0.30495019835142195,,,0.22129424618423524,,0.1454824847888661,0.15433988919382224,0.12074981324370969
2021,4,0.10476967904756136,0.11883703161466375,0.28592029806701685,0.14127164826921287,0.2058424904216314,0.24007302708254893,,0.0956692371468347,0.16926313273718752,0.12146364282413998
2021,5,0.12331291986031186,0.2785895515128132,,0.4407325573020345,1.2349215692942415,,0.14918818972338185,0.09200276921029034,,
2021,6,0.11299878620005611,,,,,,0.1463198507262655,0.19623849982534916,,0.23691102978168688
2021,7,,,0.25415101101679566,,,,,,0.1417779542988329,
2021,8,,,,,,,,,,
2021,9,,,2.872700760463939,,,,,,,
2021,10,0.35738519129350566,0.1853694483275893,0.2988969321759543,,,0.2923894926365748,,0.108746376960132,,0.12086409758021546
2021,11,,,0.24979739186755956,,0.13880818414207194,,,0.08929937632892825,0.1132746591690705,0.09940832639696433
2021,12,0.11438399328634291,,0.20648932567686418,,0.0879386026176873,0.2588339574368545,0.14143716502592005,0.12059129188539573,0.09835141081213013,0.12514314656788694
2022,1,0.10886555024369574,,0.24043689861264897,,0.17216728221358754,,0.12348515373495828,,0.1218875214655106,0.12605208801337994
2022,2,0.08246942820613766,0.1402497501140513,0.27332374357918093,,0.17865160731612167,0.20725102271786655,0.1303700681735252,0.19909246496085414,0.13715803731368348,0.13733460876978876
2022,3,0.12162343393957775,0.14253789337257644,0.3254736042118638,0.1389417930795511,,,,0.13146427327176186,0.14281378728584215,0.14508416758643175
2022,4,0.09578730052083878,0.14476279537701445,0.2705435919812117,0.16935861110144812,0.13724498150380401,0.3649668561377933,0.13073655601302364,0.09793986943362384,0.14453385542744934,0.11439699484509491
2022,5,0.09697289970262195,0.15219541390418118,0.518598504334793,,,0.24219950589793113,0.6937008044534806,0.5796344358491962,0.15021695790781606,0.09552982187258675
2022,6,0.0786551814172639,,,,,,,0.08993717970185926,0.6677972881027969,0.22568778840171258
2022,7,,,,,,,,,,
2022,8,0.28706424538685654,,-0.5966392744670856,,,,,,,
2022,9,0.1387422455914016,,,,0.4719704957137114,,,0.10946579521436846,,0.19393239546296553
2022,10,0.0953821830201041,,0.38931104100745484,0.12986518536399402,0.5721511832938975,,0.2680465297661307,0.10305176540487873,0.21063998428513986,0.12084964081796969
2022,11,0.08614761222161446,0.14192712017294776,0.2667271638737307,,0.13682798974809446,,0.13626051471334516,,0.10572051655364849,0.09165256171847756
2022,12,0.12098649522768976,0.12087676903409215,0.26033004821694966,,,,0.12693165621562028,0.10102007413110045,0.8560990454805667,0.10261068887867857
2023,1,0.15053882770438526,0.1252481844956564,0.2234855537953436,0.12878169305517512,0.10297083499245316,0.23037724574232996,0.1319676249662045,0.150546605304728,0.12359855404918155,0.12472504236409873
2023,2,0.11239126837902563,0.14028548287253584,0.3400951053774345,0.1172138333919415,0.11328283518510031,0.17261978812477827,0.1441323542216113,0.12671163914299494,0.15316699034594042,0.14651322533008285
2023,3,,0.12039589898277198,0.30222194613249453,,,,,0.12472260149654393,0.21098210776262188,0.11116204162155827
2023,4,0.09946861578548721,0.18397858840419742,0.3103144027033401,0.25490462844170797,0.11786716170307641,0.3196680832629605,,0.10584382544619855,0.13995453231887542,0.13939610342640654
2023,5,,,0.7421040501727043,0.10409199213887889,0.6609251532220246,,0.14489764126852805,0.255018236822584,0.14939053484733503,0.10157881473509867
2023,6,,,0.3268499397970026,,,,0.31452720972524406,0.09355069742040863,0.15072314288066022,0.5844424460037679
2023,7,0.609843508017054,,,,0.2788651665016021,,,0.3748166942908672,,
2023,8,,,,0.14612428977655423,,,,,,
2023,9,0.1289207256823264,,0.3691777835526889,,,,,,,
2023,10,0.11406097615242676,,0.26709992441481845,0.25594718343089506,,0.29461558644989183,0.12679126557006432,1.2853597669937347,0.12344227412914226,0.09882645419650299
2023,11,0.10295704980953913,,0.2282576897282463,,0.10879464253161253,,,0.08947741615140288,0.10819839038167979,0.09474941815800869
2023,12,0.12470272907545463,0.14376202444877256,0.20565724424681528,,0.0991552084917005,,0.14315964953504984,,0.07950915504481917,0.08981515616028116
2024,1,,0.14392984358618335,0.2007333527800184,0.12328026930323195,,0.17881828051041285,0.14231762502784723,,0.10799126963436341,0.1167832934923329
2024,2,0.13481940262558423,0.13231547660668533,0.2676901541184911,0.12615602817513924,,0.24622382044838195,0.20732078515533908,0.1328313534238715,0.13886918678469196,0.12556084251997066
2024,3,0.1905988536579013,0.137599402398523,0.29283871361592706,0.12214838188083857,,0.19235119722613278,0.16603689778273345,,0.15070580709413484,0.11292017727346304
2024,4,0.16989685244825065,0.4121974552772255,0.33746070001166956,0.12268448304123956,0.13249739603042734,0.3348843585204091,0.14397700639859926,,0.16083555584143852,0.11143792203208298
2024,5,0.095925649435307,,0.43787329178634826,,,,0.12793542619312734,0.17326950342035202,0.13356874549679643,0.09235092074147391
2024,6,0.11221356648570598,,,,-4.324046377228329,0.25826548965983004,,0.09137600856371743,,0.27076810940472495
2024,7,0.22405967429828502,,,-0.7644498778079284,,0.3318399023452545,,0.2335875044932203,,
2024,8,,0.35210604816655006,,,,,,,,
2024,9,0.11189812736759935,0.12566627731653174,,0.327650424993274,,0.20242397032192508,,,,0.2712285231283861
2024,10,0.11735038772088317,,,,0.146509219834453,,,0.11471512267523558,0.1564527377131084,0.1039833595675342
2024,11,0.09587694532924697,0.10293466367405733,0.26474361532635854,,0.4218995608653931,,,0.0777729274131342,0.11526974366771726,0.09001309545903434
2024,12,0.14267058871996563,,0.3053228857391383,,0.11155694564579224,0.15827253625412588,0.20442136964188823,0.12037152130811102,0.12248664878848901,0.09307462068646477
